adjective,category,created_at,id,modifier,name,price
rechargable,instrument,2013-12-10 06:27:34,971.0,charger,rechargable instrument charger,11.440000000000001
prize-winning,dongle,2014-01-12 02:01:42,215.0,how-to-manual,prize-winning dongle how-to-manual,0.0
,module,2013-11-03 17:29:25,3938.0,opener,module opener,50.0
aerodynamic,device,2013-07-01 23:18:36,2406.0,storage_unit,aerodynamic device storage_unit,175.0
matte,module,2013-02-24 23:55:07,259.0,opener,matte module opener,62.5
digital,apparatus,2013-08-27 16:34:17,2936.0,,digital apparatus,330.0
analog,device,2013-04-19 09:12:07,3371.0,,analog device,45.0
analog,widget,2013-03-22 10:28:08,2373.0,cleaner,analog widget cleaner,1.6199999999999999
rechargable,device,2013-10-16 04:30:58,1355.0,cleaner,rechargable device cleaner,39.0
industrial-strength,tool,2013-11-19 14:11:08,1187.0,carrying_case,industrial-strength tool carrying_case,45.0
,device,2013-05-21 05:17:24,2847.0,storage_unit,device storage_unit,125.0
rechargable,tool,2013-06-16 18:12:47,188.0,,rechargable tool,32.5
matte,instrument,2013-07-26 20:44:38,3129.0,charger,matte instrument charger,11.0
extra-strength,instrument,2013-10-18 15:44:42,2321.0,opener,extra-strength instrument opener,44.0
analog,dongle,2013-12-28 01:35:24,1699.0,,analog dongle,27.0
glossy,device,2013-08-09 15:57:03,828.0,warmer,glossy device warmer,66.0
reflective,device,2014-01-08 19:25:11,3023.0,wrapper,reflective device wrapper,26.0
miniature,instrument,2013-04-28 03:08:32,3271.0,refill,miniature instrument refill,19.360000000000003
rechargable,module,2013-06-03 06:15:35,1974.0,,rechargable module,130.0
fuzzy,gadget,2013-06-28 08:46:58,1798.0,,fuzzy gadget,89.0
miniature,device,2013-06-24 21:47:17,462.0,charger,miniature device charger,5.5
matte,gadget,2013-06-21 05:54:49,3685.0,how-to-manual,matte gadget how-to-manual,0.0
glossy,contraption,2013-05-28 06:33:14,3379.0,,glossy contraption,300.0
rechargable,widget,2013-12-13 09:19:36,1677.0,,rechargable widget,3.9000000000000004
fuzzy,mechanism,2014-02-21 00:56:21,1788.0,charger,fuzzy mechanism charger,3.0
,apparatus,2013-03-10 11:18:05,1771.0,carrying_case,apparatus carrying_case,180.0
extra-strength,module,2013-06-08 15:23:32,911.0,how-to-manual,extra-strength module how-to-manual,0.0
extra-strength,gadget,2014-01-15 11:37:37,2022.0,how-to-manual,extra-strength gadget how-to-manual,0.0
matte,widget,2013-11-30 03:21:23,2989.0,,matte widget,3.75
reflective,tool,2013-09-27 10:19:40,2412.0,opener,reflective tool opener,16.25
digital,mechanism,2013-11-27 15:01:21,1511.0,warmer,digital mechanism warmer,18.150000000000002
analog,instrument,2014-02-08 20:07:47,2532.0,,analog instrument,39.6
extra-strength,gadget,2013-12-23 22:15:39,1637.0,,extra-strength gadget,178.0
miniature,tool,2013-12-29 04:40:44,1735.0,,miniature tool,13.750000000000002
extra-strength,module,2014-01-17 05:12:42,2192.0,,extra-strength module,200.0
aerodynamic,device,2013-05-12 15:19:01,1888.0,,aerodynamic device,70.0
extra-strength,widget,2013-11-18 18:15:02,2497.0,warmer,extra-strength widget warmer,6.6000000000000005
digital,apparatus,2013-03-15 17:36:06,1164.0,opener,digital apparatus opener,165.0
rechargable,module,2014-02-17 07:45:13,551.0,,rechargable module,130.0
fuzzy,dongle,2013-12-29 12:03:57,1037.0,carrying_case,fuzzy dongle carrying_case,18.0
analog,apparatus,2014-02-11 12:48:17,2845.0,,analog apparatus,270.0
matte,tool,2014-01-15 08:29:57,937.0,wrapper,matte tool wrapper,12.5
reflective,gadget,2013-03-20 02:27:28,540.0,wrapper,reflective gadget wrapper,46.28
matte,gadget,2014-02-10 17:52:10,1628.0,opener,matte gadget opener,55.625
prize-winning,contraption,2013-11-04 07:01:00,3506.0,cleaner,prize-winning contraption cleaner,165.0
extra-strength,widget,2013-10-22 05:14:29,13.0,opener,extra-strength widget opener,3.0
industrial-strength,widget,2014-01-07 00:15:53,2261.0,,industrial-strength widget,9.0
digital,apparatus,2013-07-05 14:25:31,1883.0,how-to-manual,digital apparatus how-to-manual,0.0
aerodynamic,tool,2013-11-21 23:40:52,388.0,cleaner,aerodynamic tool cleaner,21.0
organic,widget,2013-05-30 15:44:59,250.0,how-to-manual,organic widget how-to-manual,0.0
fuzzy,contraption,2013-12-25 16:16:01,1663.0,carrying_case,fuzzy contraption carrying_case,150.0
aerodynamic,contraption,2013-07-27 08:36:55,662.0,storage_unit,aerodynamic contraption storage_unit,875.0
fuzzy,gadget,2013-08-06 20:31:58,354.0,wrapper,fuzzy gadget wrapper,35.6
fuzzy,module,2013-09-22 15:42:02,3308.0,warmer,fuzzy module warmer,110.00000000000001
matte,module,2013-07-05 22:42:35,2526.0,refill,matte module refill,100.0
glossy,instrument,2013-09-24 03:27:04,3159.0,,glossy instrument,52.8
miniature,mechanism,2013-05-12 08:41:16,1251.0,wrapper,miniature mechanism wrapper,3.3000000000000003
fuzzy,widget,2013-07-28 04:59:45,2513.0,refill,fuzzy widget refill,2.4000000000000004
analog,mechanism,2014-02-15 06:22:04,1692.0,opener,analog mechanism opener,6.75
glossy,mechanism,2013-08-08 16:37:34,1480.0,refill,glossy mechanism refill,14.399999999999999
matte,contraption,2013-05-08 03:15:12,3124.0,opener,matte contraption opener,156.25
reflective,apparatus,2013-08-21 14:52:35,2855.0,cleaner,reflective apparatus cleaner,234.0
digital,module,2013-07-14 02:36:37,2923.0,wrapper,digital module wrapper,44.0
matte,tool,2013-03-29 20:53:01,1594.0,how-to-manual,matte tool how-to-manual,0.0
organic,tool,2013-08-08 13:10:27,438.0,opener,organic tool opener,18.75
rechargable,device,2013-06-17 10:00:56,3287.0,,rechargable device,65.0
rechargable,apparatus,2013-12-31 04:36:56,1987.0,,rechargable apparatus,390.0
,instrument,2014-02-24 11:23:42,2229.0,how-to-manual,instrument how-to-manual,0.0
rechargable,widget,2013-06-30 19:09:15,3469.0,warmer,rechargable widget warmer,4.290000000000001
,mechanism,2013-06-13 00:26:17,3865.0,,mechanism,15.0
,apparatus,2013-04-24 05:56:11,3996.0,warmer,apparatus warmer,330.0
matte,contraption,2013-06-10 20:04:47,1922.0,,matte contraption,312.5
rechargable,mechanism,2013-07-21 04:16:52,412.0,refill,rechargable mechanism refill,15.600000000000001
matte,dongle,2013-10-06 20:01:19,835.0,refill,matte dongle refill,30.0
analog,tool,2013-04-09 15:53:42,1488.0,opener,analog tool opener,11.25
reflective,gadget,2013-06-01 13:21:49,745.0,charger,reflective gadget charger,23.14
reflective,device,2013-07-24 17:34:54,3465.0,carrying_case,reflective device carrying_case,39.0
reflective,apparatus,2013-02-26 02:41:23,93.0,wrapper,reflective apparatus wrapper,156.0
industrial-strength,module,2013-10-22 12:16:48,636.0,refill,industrial-strength module refill,240.0
prize-winning,contraption,2013-04-25 02:33:19,1017.0,warmer,prize-winning contraption warmer,302.5
industrial-strength,instrument,2013-04-03 11:22:41,1620.0,charger,industrial-strength instrument charger,26.400000000000002
miniature,apparatus,2013-04-21 23:27:34,3368.0,opener,miniature apparatus opener,82.5
matte,module,2014-01-10 02:19:59,836.0,opener,matte module opener,62.5
reflective,device,2013-09-04 18:00:43,1695.0,charger,reflective device charger,13.0
,instrument,2013-04-21 00:09:35,1156.0,,instrument,44.0
,mechanism,2014-02-20 15:21:22,2392.0,,mechanism,15.0
analog,contraption,2013-08-24 21:53:10,2580.0,,analog contraption,225.0
fuzzy,instrument,2014-01-20 22:02:37,674.0,how-to-manual,fuzzy instrument how-to-manual,0.0
extra-strength,dongle,2013-11-25 23:59:32,294.0,wrapper,extra-strength dongle wrapper,24.0
,dongle,2013-04-19 15:42:29,3452.0,storage_unit,dongle storage_unit,75.0
,instrument,2013-10-27 21:48:44,1599.0,carrying_case,instrument carrying_case,26.4
,apparatus,2013-06-29 13:59:04,1791.0,,apparatus,300.0
prize-winning,tool,2014-01-22 23:43:08,461.0,storage_unit,prize-winning tool storage_unit,68.75
extra-strength,mechanism,2013-10-29 00:32:37,3036.0,charger,extra-strength mechanism charger,6.0
industrial-strength,instrument,2013-02-28 01:47:35,1000.0,,industrial-strength instrument,132.0
fuzzy,widget,2013-11-29 22:57:32,909.0,charger,fuzzy widget charger,0.6000000000000001
analog,device,2013-11-09 13:55:58,1755.0,carrying_case,analog device carrying_case,27.0
glossy,mechanism,2013-06-12 14:31:26,78.0,opener,glossy mechanism opener,9.0
,apparatus,2014-01-18 06:09:06,2088.0,,apparatus,300.0
,gadget,2014-01-04 11:09:51,197.0,refill,gadget refill,71.2
digital,widget,2013-10-03 10:29:28,2735.0,wrapper,digital widget wrapper,1.3200000000000003
industrial-strength,instrument,2014-01-22 06:25:45,228.0,opener,industrial-strength instrument opener,66.0
digital,instrument,2014-01-19 18:59:37,1920.0,opener,digital instrument opener,24.200000000000003
,device,2013-08-10 14:32:32,2001.0,,device,50.0
digital,device,2014-01-11 07:04:54,441.0,,digital device,55.00000000000001
organic,dongle,2013-05-01 07:05:00,509.0,storage_unit,organic dongle storage_unit,112.5
matte,module,2013-05-12 15:00:18,2590.0,,matte module,125.0
glossy,tool,2013-03-20 17:01:25,1141.0,,glossy tool,30.0
aerodynamic,module,2013-04-18 12:47:10,3267.0,,aerodynamic module,140.0
matte,module,2013-11-14 15:37:44,2726.0,opener,matte module opener,62.5
organic,module,2013-02-24 13:13:58,6.0,,organic module,150.0
industrial-strength,gadget,2013-08-20 14:57:13,2853.0,opener,industrial-strength gadget opener,133.5
extra-strength,instrument,2013-08-15 15:31:40,601.0,carrying_case,extra-strength instrument carrying_case,52.8
aerodynamic,gadget,2014-02-07 13:46:28,2198.0,,aerodynamic gadget,124.6
industrial-strength,contraption,2013-09-25 16:22:55,1649.0,,industrial-strength contraption,750.0
extra-strength,device,2013-09-30 02:24:57,3806.0,opener,extra-strength device opener,50.0
digital,instrument,2013-08-23 16:28:32,2706.0,carrying_case,digital instrument carrying_case,29.04
matte,device,2013-04-21 11:11:38,194.0,refill,matte device refill,50.0
,mechanism,2014-01-13 07:08:07,3118.0,how-to-manual,mechanism how-to-manual,0.0
prize-winning,gadget,2014-02-25 23:19:47,3188.0,,prize-winning gadget,97.9
matte,widget,2014-02-10 17:49:16,1240.0,how-to-manual,matte widget how-to-manual,0.0
prize-winning,gadget,2013-08-08 08:49:44,2310.0,,prize-winning gadget,97.9
miniature,mechanism,2013-08-27 04:43:15,1860.0,,miniature mechanism,8.25
,mechanism,2013-07-19 07:18:48,3272.0,storage_unit,mechanism storage_unit,37.5
reflective,module,2013-05-10 09:32:57,3254.0,carrying_case,reflective module carrying_case,78.0
glossy,device,2013-03-05 18:13:15,118.0,refill,glossy device refill,48.0
prize-winning,apparatus,2013-07-17 07:07:22,537.0,storage_unit,prize-winning apparatus storage_unit,825.0000000000001
aerodynamic,contraption,2013-10-03 04:37:57,1064.0,warmer,aerodynamic contraption warmer,385.0
extra-strength,gadget,2013-06-06 06:09:56,884.0,opener,extra-strength gadget opener,89.0
analog,tool,2014-01-15 10:28:32,92.0,,analog tool,22.5
miniature,dongle,2013-08-30 07:11:08,1595.0,cleaner,miniature dongle cleaner,9.9
organic,mechanism,2013-12-29 01:04:29,2700.0,,organic mechanism,22.5
analog,contraption,2014-01-14 01:27:16,2440.0,opener,analog contraption opener,112.5
organic,gadget,2013-07-30 22:59:29,3228.0,,organic gadget,133.5
digital,module,2013-05-29 13:02:18,996.0,,digital module,110.00000000000001
industrial-strength,widget,2013-12-22 02:32:04,3481.0,,industrial-strength widget,9.0
analog,device,2013-09-02 22:02:04,1630.0,,analog device,45.0
fuzzy,mechanism,2013-03-26 10:17:28,1712.0,opener,fuzzy mechanism opener,7.5
glossy,apparatus,2013-12-26 22:20:37,3279.0,,glossy apparatus,360.0
,gadget,2013-08-31 08:51:04,3017.0,refill,gadget refill,71.2
prize-winning,dongle,2013-11-14 22:10:15,1887.0,how-to-manual,prize-winning dongle how-to-manual,0.0
aerodynamic,widget,2014-02-17 16:38:59,1719.0,,aerodynamic widget,4.199999999999999
industrial-strength,widget,2013-04-21 11:21:16,3316.0,storage_unit,industrial-strength widget storage_unit,22.5
rechargable,instrument,2014-02-11 17:22:02,895.0,wrapper,rechargable instrument wrapper,22.880000000000003
,contraption,2014-02-19 16:24:23,2747.0,charger,contraption charger,50.0
prize-winning,module,2013-06-30 15:30:30,713.0,storage_unit,prize-winning module storage_unit,275.0
analog,mechanism,2013-11-27 12:08:55,3555.0,carrying_case,analog mechanism carrying_case,8.1
extra-strength,device,2013-03-04 12:31:10,3219.0,charger,extra-strength device charger,20.0
prize-winning,dongle,2013-03-19 06:18:05,430.0,charger,prize-winning dongle charger,6.6000000000000005
miniature,dongle,2013-03-29 12:50:13,2525.0,refill,miniature dongle refill,13.200000000000001
organic,dongle,2013-12-23 17:13:57,2318.0,carrying_case,organic dongle carrying_case,27.0
aerodynamic,apparatus,2014-01-15 10:41:51,921.0,,aerodynamic apparatus,420.0
industrial-strength,dongle,2013-12-27 12:09:16,3309.0,,industrial-strength dongle,90.0
aerodynamic,mechanism,2013-08-20 13:38:27,2560.0,,aerodynamic mechanism,21.0
industrial-strength,gadget,2014-01-12 07:48:15,1969.0,carrying_case,industrial-strength gadget carrying_case,160.2
analog,dongle,2013-09-03 23:08:49,3024.0,carrying_case,analog dongle carrying_case,16.2
,instrument,2013-06-15 14:14:54,210.0,cleaner,instrument cleaner,26.4
prize-winning,apparatus,2014-02-22 12:01:40,3471.0,,prize-winning apparatus,330.0
reflective,mechanism,2013-03-08 08:01:19,1621.0,opener,reflective mechanism opener,9.75
glossy,gadget,2014-02-02 17:54:29,406.0,how-to-manual,glossy gadget how-to-manual,0.0
digital,mechanism,2013-07-10 03:38:27,2610.0,wrapper,digital mechanism wrapper,6.6000000000000005
,module,2013-08-23 16:22:01,2167.0,opener,module opener,50.0
prize-winning,tool,2013-12-30 01:30:56,2672.0,refill,prize-winning tool refill,22.0
reflective,contraption,2013-05-23 13:20:39,3346.0,,reflective contraption,325.0
glossy,tool,2013-07-11 17:02:22,1740.0,,glossy tool,30.0
prize-winning,instrument,2013-07-28 03:23:11,55.0,charger,prize-winning instrument charger,9.680000000000001
rechargable,gadget,2013-08-25 13:20:26,2785.0,,rechargable gadget,115.7
industrial-strength,widget,2014-02-09 23:23:48,1796.0,storage_unit,industrial-strength widget storage_unit,22.5
analog,tool,2013-03-25 17:21:40,2094.0,,analog tool,22.5
organic,apparatus,2014-02-15 03:18:29,575.0,charger,organic apparatus charger,90.0
fuzzy,module,2013-03-24 17:01:45,3594.0,,fuzzy module,100.0
analog,apparatus,2013-07-19 11:52:21,426.0,wrapper,analog apparatus wrapper,108.0
glossy,device,2013-03-14 08:07:59,1277.0,storage_unit,glossy device storage_unit,150.0
reflective,mechanism,2013-10-09 21:10:50,981.0,refill,reflective mechanism refill,15.600000000000001
rechargable,mechanism,2014-01-09 10:22:33,2641.0,cleaner,rechargable mechanism cleaner,11.700000000000001
matte,dongle,2013-09-09 00:58:20,1955.0,refill,matte dongle refill,30.0
fuzzy,dongle,2013-06-16 07:09:53,1445.0,charger,fuzzy dongle charger,6.0
organic,mechanism,2013-11-22 08:22:59,3137.0,refill,organic mechanism refill,18.0
,contraption,2013-03-29 04:21:31,2267.0,carrying_case,contraption carrying_case,150.0
fuzzy,contraption,2013-10-03 01:22:27,2065.0,,fuzzy contraption,250.0
fuzzy,tool,2013-11-23 04:52:33,840.0,,fuzzy tool,25.0
extra-strength,dongle,2013-07-10 08:25:44,1698.0,storage_unit,extra-strength dongle storage_unit,150.0
digital,gadget,2013-12-31 05:06:52,1645.0,carrying_case,digital gadget carrying_case,58.74
matte,apparatus,2013-06-05 04:11:08,2682.0,cleaner,matte apparatus cleaner,225.0
miniature,device,2014-01-29 06:27:49,927.0,,miniature device,27.500000000000004
prize-winning,gadget,2013-09-21 12:58:51,172.0,opener,prize-winning gadget opener,48.95
extra-strength,instrument,2014-01-27 11:41:14,1873.0,how-to-manual,extra-strength instrument how-to-manual,0.0
,device,2013-05-30 19:31:30,3149.0,storage_unit,device storage_unit,125.0
reflective,gadget,2013-09-17 12:39:34,3992.0,,reflective gadget,115.7
reflective,gadget,2013-12-19 01:34:49,1724.0,,reflective gadget,115.7
reflective,gadget,2013-07-20 10:45:06,2787.0,refill,reflective gadget refill,92.56
digital,instrument,2013-09-11 23:20:43,1372.0,,digital instrument,48.400000000000006
prize-winning,apparatus,2013-07-28 09:11:33,328.0,,prize-winning apparatus,330.0
reflective,device,2013-11-09 04:58:16,801.0,,reflective device,65.0
,dongle,2013-06-18 22:12:19,3078.0,storage_unit,dongle storage_unit,75.0
analog,module,2013-05-02 11:37:45,3795.0,,analog module,90.0
analog,gadget,2013-07-01 10:38:12,1497.0,wrapper,analog gadget wrapper,32.04
prize-winning,gadget,2013-10-21 21:16:35,2808.0,,prize-winning gadget,97.9
aerodynamic,mechanism,2013-08-06 10:53:33,27.0,,aerodynamic mechanism,21.0
glossy,module,2013-10-11 22:33:47,495.0,storage_unit,glossy module storage_unit,300.0
reflective,apparatus,2013-09-18 02:09:02,85.0,,reflective apparatus,390.0
,widget,2013-05-04 16:33:27,1376.0,charger,widget charger,0.6000000000000001
prize-winning,instrument,2013-04-18 09:10:37,2007.0,how-to-manual,prize-winning instrument how-to-manual,0.0
extra-strength,mechanism,2013-09-04 04:48:05,511.0,storage_unit,extra-strength mechanism storage_unit,75.0
extra-strength,module,2014-01-14 04:40:06,3877.0,how-to-manual,extra-strength module how-to-manual,0.0
industrial-strength,instrument,2013-07-06 23:47:26,814.0,carrying_case,industrial-strength instrument carrying_case,79.19999999999999
miniature,mechanism,2013-07-02 20:28:07,1049.0,,miniature mechanism,8.25
reflective,instrument,2013-11-22 09:50:48,3418.0,storage_unit,reflective instrument storage_unit,143.0
matte,widget,2013-04-18 16:19:04,3498.0,charger,matte widget charger,0.7500000000000001
extra-strength,gadget,2013-04-17 05:44:52,295.0,,extra-strength gadget,178.0
fuzzy,gadget,2013-10-22 02:23:26,1738.0,storage_unit,fuzzy gadget storage_unit,222.5
aerodynamic,instrument,2014-01-28 10:00:02,240.0,,aerodynamic instrument,61.599999999999994
matte,device,2013-08-06 21:56:52,2380.0,charger,matte device charger,12.5
analog,gadget,2014-02-20 03:33:30,2839.0,warmer,analog gadget warmer,88.11000000000001
fuzzy,device,2013-10-11 14:17:29,2810.0,wrapper,fuzzy device wrapper,20.0
rechargable,apparatus,2013-06-23 11:38:01,3969.0,charger,rechargable apparatus charger,78.0
extra-strength,apparatus,2013-08-07 05:33:02,876.0,warmer,extra-strength apparatus warmer,660.0
aerodynamic,gadget,2014-01-03 05:02:53,394.0,cleaner,aerodynamic gadget cleaner,74.75999999999999
fuzzy,apparatus,2014-01-09 12:07:51,3649.0,,fuzzy apparatus,300.0
glossy,gadget,2014-01-23 23:18:19,1143.0,carrying_case,glossy gadget carrying_case,64.08
digital,mechanism,2013-04-19 02:08:29,2238.0,carrying_case,digital mechanism carrying_case,9.9
extra-strength,instrument,2013-05-19 19:40:04,3.0,storage_unit,extra-strength instrument storage_unit,220.0
,gadget,2013-05-12 08:40:06,1098.0,cleaner,gadget cleaner,53.4
miniature,mechanism,2013-10-09 15:39:04,2823.0,,miniature mechanism,8.25
glossy,dongle,2014-01-28 09:14:35,2768.0,,glossy dongle,36.0
glossy,mechanism,2013-05-07 16:32:01,286.0,charger,glossy mechanism charger,3.5999999999999996
,contraption,2013-10-19 04:29:29,1117.0,cleaner,contraption cleaner,150.0
extra-strength,mechanism,2013-12-09 19:08:42,2297.0,,extra-strength mechanism,30.0
glossy,device,2013-10-07 20:51:15,2499.0,carrying_case,glossy device carrying_case,36.0
miniature,gadget,2014-01-16 23:36:46,3861.0,carrying_case,miniature gadget carrying_case,29.37
rechargable,module,2013-10-28 23:51:10,923.0,carrying_case,rechargable module carrying_case,78.0
,mechanism,2013-05-29 23:21:02,3840.0,wrapper,mechanism wrapper,6.0
fuzzy,apparatus,2013-11-28 10:18:10,1917.0,carrying_case,fuzzy apparatus carrying_case,180.0
prize-winning,mechanism,2013-06-22 17:55:13,499.0,cleaner,prize-winning mechanism cleaner,9.9
matte,instrument,2013-04-20 22:13:38,1382.0,,matte instrument,55.0
,contraption,2014-02-07 15:27:07,3387.0,charger,contraption charger,50.0
rechargable,apparatus,2013-03-08 12:50:38,2327.0,wrapper,rechargable apparatus wrapper,156.0
fuzzy,dongle,2013-09-04 01:53:54,2978.0,,fuzzy dongle,30.0
glossy,module,2013-12-13 13:54:28,3330.0,cleaner,glossy module cleaner,72.0
fuzzy,module,2013-12-18 03:03:08,1171.0,,fuzzy module,100.0
matte,mechanism,2013-04-13 00:58:40,2951.0,,matte mechanism,18.75
matte,contraption,2013-07-14 11:34:21,2431.0,,matte contraption,312.5
reflective,mechanism,2013-02-26 23:46:15,1280.0,charger,reflective mechanism charger,3.9000000000000004
reflective,mechanism,2013-09-23 12:43:21,399.0,wrapper,reflective mechanism wrapper,7.800000000000001
rechargable,module,2013-05-21 14:10:55,433.0,refill,rechargable module refill,104.0
prize-winning,dongle,2013-04-17 17:22:44,310.0,,prize-winning dongle,33.0
aerodynamic,apparatus,2013-03-14 03:19:47,1510.0,,aerodynamic apparatus,420.0
miniature,module,2013-10-03 06:26:32,306.0,charger,miniature module charger,11.0
industrial-strength,tool,2013-07-14 12:36:20,2078.0,,industrial-strength tool,75.0
analog,widget,2013-09-24 04:04:42,209.0,opener,analog widget opener,1.35
aerodynamic,gadget,2013-12-28 13:36:14,3047.0,charger,aerodynamic gadget charger,24.919999999999998
extra-strength,tool,2014-02-12 10:45:15,2899.0,,extra-strength tool,50.0
organic,instrument,2014-02-03 09:51:38,257.0,storage_unit,organic instrument storage_unit,165.0
digital,dongle,2013-03-14 22:44:12,2678.0,,digital dongle,33.0
analog,mechanism,2013-04-16 07:18:30,125.0,,analog mechanism,13.5
aerodynamic,gadget,2013-07-15 03:38:59,2215.0,storage_unit,aerodynamic gadget storage_unit,311.5
reflective,apparatus,2013-09-15 05:52:04,988.0,cleaner,reflective apparatus cleaner,234.0
rechargable,device,2013-04-04 05:22:33,1551.0,,rechargable device,65.0
industrial-strength,instrument,2013-08-02 10:39:01,2386.0,storage_unit,industrial-strength instrument storage_unit,330.0
,module,2013-09-28 06:57:40,3168.0,,module,100.0
fuzzy,mechanism,2013-04-26 16:23:04,2724.0,cleaner,fuzzy mechanism cleaner,9.0
extra-strength,module,2014-01-23 12:01:45,1200.0,warmer,extra-strength module warmer,220.00000000000003
aerodynamic,dongle,2013-12-27 22:25:39,3619.0,,aerodynamic dongle,42.0
reflective,mechanism,2013-04-07 14:23:41,2368.0,how-to-manual,reflective mechanism how-to-manual,0.0
aerodynamic,apparatus,2013-08-31 05:46:24,506.0,wrapper,aerodynamic apparatus wrapper,168.0
prize-winning,mechanism,2013-07-06 06:23:54,1062.0,warmer,prize-winning mechanism warmer,18.150000000000002
fuzzy,device,2013-08-19 11:12:18,1256.0,how-to-manual,fuzzy device how-to-manual,0.0
organic,apparatus,2013-10-15 17:43:11,3793.0,how-to-manual,organic apparatus how-to-manual,0.0
reflective,gadget,2013-11-15 20:08:41,211.0,charger,reflective gadget charger,23.14
industrial-strength,module,2013-04-07 02:08:00,3974.0,,industrial-strength module,300.0
industrial-strength,dongle,2013-11-04 13:42:14,3229.0,,industrial-strength dongle,90.0
digital,instrument,2014-02-16 02:41:26,3249.0,warmer,digital instrument warmer,53.24000000000001
,mechanism,2013-03-30 04:00:26,1238.0,opener,mechanism opener,7.5
reflective,dongle,2013-10-05 04:41:58,3756.0,,reflective dongle,39.0
industrial-strength,dongle,2014-01-10 20:00:29,1839.0,,industrial-strength dongle,90.0
analog,device,2013-12-07 17:33:12,620.0,storage_unit,analog device storage_unit,112.5
reflective,instrument,2013-12-10 13:44:00,1056.0,warmer,reflective instrument warmer,62.92000000000001
extra-strength,gadget,2014-02-17 14:56:42,3644.0,carrying_case,extra-strength gadget carrying_case,106.8
reflective,instrument,2013-12-16 23:10:16,642.0,,reflective instrument,57.2
,tool,2013-08-25 20:31:32,1808.0,charger,tool charger,5.0
glossy,module,2014-01-22 17:02:50,1613.0,,glossy module,120.0
prize-winning,device,2013-12-18 15:22:14,3748.0,storage_unit,prize-winning device storage_unit,137.5
prize-winning,contraption,2013-12-11 12:10:42,1881.0,,prize-winning contraption,275.0
industrial-strength,module,2013-08-02 15:28:05,2836.0,storage_unit,industrial-strength module storage_unit,750.0
matte,device,2013-07-21 11:16:07,2074.0,storage_unit,matte device storage_unit,156.25
aerodynamic,gadget,2013-03-30 13:31:28,275.0,,aerodynamic gadget,124.6
,contraption,2013-11-02 18:27:24,2957.0,,contraption,250.0
analog,gadget,2013-11-22 04:33:31,2931.0,wrapper,analog gadget wrapper,32.04
industrial-strength,mechanism,2013-06-29 08:03:18,3824.0,wrapper,industrial-strength mechanism wrapper,18.0
prize-winning,module,2013-12-04 13:58:32,2077.0,carrying_case,prize-winning module carrying_case,66.0
reflective,dongle,2013-09-27 17:07:50,2909.0,warmer,reflective dongle warmer,42.9
,tool,2013-08-31 04:48:54,109.0,,tool,25.0
prize-winning,contraption,2013-10-25 19:35:38,183.0,storage_unit,prize-winning contraption storage_unit,687.5
,tool,2013-05-17 06:08:47,472.0,,tool,25.0
rechargable,instrument,2013-08-10 09:14:58,3133.0,opener,rechargable instrument opener,28.6
fuzzy,instrument,2014-02-14 18:52:27,3443.0,charger,fuzzy instrument charger,8.8
organic,module,2013-10-23 23:08:22,3001.0,wrapper,organic module wrapper,60.0
miniature,instrument,2013-05-23 05:34:01,3921.0,refill,miniature instrument refill,19.360000000000003
reflective,instrument,2013-09-24 10:50:49,3781.0,storage_unit,reflective instrument storage_unit,143.0
analog,mechanism,2013-04-05 04:02:08,1980.0,wrapper,analog mechanism wrapper,5.4
aerodynamic,widget,2013-10-31 07:43:27,3253.0,wrapper,aerodynamic widget wrapper,1.6800000000000002
miniature,gadget,2013-09-27 08:03:24,1003.0,,miniature gadget,48.95
organic,tool,2014-01-19 15:17:34,1109.0,storage_unit,organic tool storage_unit,93.75
miniature,module,2013-07-04 10:03:51,727.0,warmer,miniature module warmer,60.500000000000014
industrial-strength,tool,2013-09-21 12:21:19,2194.0,wrapper,industrial-strength tool wrapper,30.0
prize-winning,module,2013-08-12 14:10:26,1666.0,warmer,prize-winning module warmer,121.00000000000003
digital,mechanism,2013-09-22 13:52:05,2653.0,,digital mechanism,16.5
digital,apparatus,2013-07-20 15:28:28,1833.0,carrying_case,digital apparatus carrying_case,198.00000000000003
,device,2014-02-25 05:08:53,135.0,how-to-manual,device how-to-manual,0.0
aerodynamic,module,2013-03-07 06:38:56,333.0,,aerodynamic module,140.0
prize-winning,contraption,2013-05-23 04:21:03,400.0,,prize-winning contraption,275.0
glossy,instrument,2013-07-01 10:39:07,180.0,,glossy instrument,52.8
industrial-strength,gadget,2014-01-29 17:17:54,2857.0,,industrial-strength gadget,267.0
reflective,tool,2013-08-20 19:46:40,655.0,wrapper,reflective tool wrapper,13.0
fuzzy,dongle,2013-12-07 06:42:59,3670.0,,fuzzy dongle,30.0
rechargable,device,2014-02-03 05:40:20,3085.0,,rechargable device,65.0
,tool,2013-07-04 14:35:37,1946.0,charger,tool charger,5.0
reflective,gadget,2013-05-08 01:21:35,3491.0,wrapper,reflective gadget wrapper,46.28
prize-winning,gadget,2013-05-18 00:02:15,999.0,,prize-winning gadget,97.9
,apparatus,2013-03-04 21:47:15,3914.0,charger,apparatus charger,60.0
glossy,widget,2013-09-13 16:52:34,2028.0,,glossy widget,3.5999999999999996
extra-strength,apparatus,2013-06-21 07:58:51,1342.0,,extra-strength apparatus,600.0
organic,dongle,2013-02-26 18:24:13,3015.0,charger,organic dongle charger,9.0
